model,head_lr,backbone_lr,weight_decay,scheduler,augmentation,loss,optimizer,accuracy,sensitivity,specificity,f1,roc_auc,best_val_accuracy,checkpoint_path
DenseNet121 (tuned),0.0001,1e-05,1e-05,plateau,baseline,ce_unweighted,adamw,0.7791411042944786,0.7246376811594203,0.8191489361702128,0.7352941176470589,0.8617021276595745,0.8048780487804879,checkpoints\final_combined_optimal.pth
