threshold,accuracy,sensitivity,specificity,f1,roc_auc,sens_minus_spec
0.865,0.6332288401253918,0.15942028985507245,0.994475138121547,0.2732919254658385,0.8389783009047964,-0.8350548482664746
0.87,0.6332288401253918,0.15942028985507245,0.994475138121547,0.2732919254658385,0.8389783009047964,-0.8350548482664746
0.875,0.6332288401253918,0.15942028985507245,0.994475138121547,0.2732919254658385,0.8389783009047964,-0.8350548482664746
0.88,0.6206896551724138,0.13043478260869565,0.994475138121547,0.22929936305732485,0.8389783009047964,-0.8640403555128513
0.885,0.6175548589341693,0.12318840579710146,0.994475138121547,0.21794871794871795,0.8389783009047964,-0.8712867323244455
0.89,0.6175548589341693,0.11594202898550725,1.0,0.2077922077922078,0.8389783009047964,-0.8840579710144928
0.895,0.6112852664576802,0.10144927536231885,1.0,0.18421052631578946,0.8389783009047964,-0.8985507246376812
0.9,0.6081504702194357,0.09420289855072464,1.0,0.17218543046357615,0.8389783009047964,-0.9057971014492754
0.905,0.5987460815047022,0.07246376811594203,1.0,0.13513513513513514,0.8389783009047964,-0.927536231884058
0.91,0.5956112852664577,0.06521739130434782,1.0,0.12244897959183673,0.8389783009047964,-0.9347826086956522
0.915,0.5956112852664577,0.06521739130434782,1.0,0.12244897959183673,0.8389783009047964,-0.9347826086956522
0.92,0.5924764890282131,0.057971014492753624,1.0,0.1095890410958904,0.8389783009047964,-0.9420289855072463
0.925,0.5893416927899686,0.050724637681159424,1.0,0.09655172413793103,0.8389783009047964,-0.9492753623188406
0.93,0.5862068965517241,0.043478260869565216,1.0,0.08333333333333333,0.8389783009047964,-0.9565217391304348
0.935,0.5830721003134797,0.036231884057971016,1.0,0.06993006993006994,0.8389783009047964,-0.9637681159420289
0.94,0.5799373040752351,0.028985507246376812,1.0,0.056338028169014086,0.8389783009047964,-0.9710144927536232
0.945,0.5799373040752351,0.028985507246376812,1.0,0.056338028169014086,0.8389783009047964,-0.9710144927536232
0.95,0.5799373040752351,0.028985507246376812,1.0,0.056338028169014086,0.8389783009047964,-0.9710144927536232
0.955,0.5799373040752351,0.028985507246376812,1.0,0.056338028169014086,0.8389783009047964,-0.9710144927536232
0.96,0.5799373040752351,0.028985507246376812,1.0,0.056338028169014086,0.8389783009047964,-0.9710144927536232
0.965,0.5799373040752351,0.028985507246376812,1.0,0.056338028169014086,0.8389783009047964,-0.9710144927536232
0.97,0.5736677115987461,0.014492753623188406,1.0,0.02857142857142857,0.8389783009047964,-0.9855072463768116
0.975,0.5736677115987461,0.014492753623188406,1.0,0.02857142857142857,0.8389783009047964,-0.9855072463768116
0.98,0.567398119122257,0.0,1.0,0.0,0.8389783009047964,-1.0
0.985,0.567398119122257,0.0,1.0,0.0,0.8389783009047964,-1.0
0.99,0.567398119122257,0.0,1.0,0.0,0.8389783009047964,-1.0
0.995,0.567398119122257,0.0,1.0,0.0,0.8389783009047964,-1.0
