variant,threshold,accuracy,sensitivity,specificity,f1,roc_auc
original,0.5,0.7791411042944786,0.7246376811594203,0.8191489361702128,0.7352941176470589,0.8617021276595745
tta_only,0.5,0.7822085889570553,0.7318840579710145,0.8191489361702128,0.73992673992674,0.8696808510638298
tta_plus_tuned_threshold,0.5600000000000003,0.7822085889570553,0.6956521739130435,0.8457446808510638,0.7300380228136882,0.8696808510638298
