epoch,phase,train_loss,train_cls,train_seg,val_loss,val_cls,val_seg,train_acc,val_acc,val_auc,student_beats_teacher,teacher_beats_student
1,1,0.546048785931767,0.546048785931767,0.0,0.5267466447706854,0.5267466447706854,0.0,0.5850638977635783,0.580441640378549,0.6693159529257928,0.10410094637223975,0.2996845425867508
2,1,0.5232956177129532,0.5232956177129532,0.0,0.5104832731962956,0.5104832731962956,0.0,0.5910543130990416,0.580441640378549,0.6737291598561621,0.10410094637223975,0.2996845425867508
3,1,0.4913958489133146,0.4913958489133146,0.0,0.4790244557504022,0.4790244557504022,0.0,0.6098242811501597,0.6214511041009464,0.6915658711997386,0.10410094637223975,0.2586750788643533
4,1,0.4714230423727736,0.4714230423727736,0.0,0.46096057733902795,0.46096057733902795,0.0,0.6222044728434505,0.6498422712933754,0.6991663942464856,0.10725552050473186,0.2334384858044164
5,1,0.4627158623724319,0.4627158623724319,0.0,0.4472219210693889,0.4472219210693889,0.0,0.6405750798722045,0.6435331230283912,0.7053571428571429,0.10094637223974763,0.2334384858044164
6,2,0.4347555174614294,0.4347555174614294,0.0,0.4306986816109919,0.4306986816109919,0.0,0.6569488817891374,0.6624605678233438,0.7183720169990193,0.08517350157728706,0.19873817034700317
7,2,0.4114542672523675,0.4114542672523675,0.0,0.42586876212234376,0.42586876212234376,0.0,0.6653354632587859,0.6466876971608833,0.7294867603792088,0.0914826498422713,0.22082018927444794
8,2,0.39790102725211807,0.39790102725211807,0.0,0.4204776703559262,0.4204776703559262,0.0,0.680111821086262,0.6529968454258676,0.7465470742072573,0.0946372239747634,0.21766561514195584
9,2,0.389425782111887,0.389425782111887,0.0,0.4009534165686237,0.4009534165686237,0.0,0.7084664536741214,0.7160883280757098,0.7702884929715593,0.11041009463722397,0.17034700315457413
10,2,0.3753389548093747,0.3753389548093747,0.0,0.4016342038987939,0.4016342038987939,0.0,0.7152555910543131,0.6876971608832808,0.776193200392285,0.09779179810725552,0.1861198738170347
11,2,0.36811226344527526,0.36811226344527526,0.0,0.39697934983280553,0.39697934983280553,0.0,0.7204472843450479,0.7003154574132492,0.7571101667211507,0.0946372239747634,0.17034700315457413
12,2,0.35805664551905547,0.35805664551905547,0.0,0.39033623147838126,0.39033623147838126,0.0,0.7396166134185304,0.7003154574132492,0.7686539718862374,0.08832807570977919,0.1640378548895899
13,2,0.35373817831753923,0.35373817831753923,0.0,0.41003077771009333,0.41003077771009333,0.0,0.7388178913738019,0.6750788643533123,0.7592963386727688,0.08201892744479496,0.1829652996845426
14,2,0.3464116860216799,0.3464116860216799,0.0,0.4090620424093132,0.4090620424093132,0.0,0.7535942492012779,0.7003154574132492,0.7899231775089899,0.10725552050473186,0.1829652996845426
15,2,0.3352121132345626,0.3352121132345626,0.0,0.3860726693075162,0.3860726693075162,0.0,0.7547923322683706,0.7003154574132492,0.7799117358613925,0.10094637223974763,0.17665615141955837
16,2,0.3259816339697701,0.3259816339697701,0.0,0.37867757866059193,0.37867757866059193,0.0,0.7727635782747604,0.7350157728706624,0.7886972866949984,0.10094637223974763,0.14195583596214512
17,2,0.32210357439594145,0.32210357439594145,0.0,0.38734839090413475,0.38734839090413475,0.0,0.78314696485623,0.7350157728706624,0.7789310232101994,0.08201892744479496,0.12302839116719243
18,2,0.31542601971961437,0.31542601971961437,0.0,0.37706036748194166,0.37706036748194166,0.0,0.7927316293929713,0.722397476340694,0.7824656750572083,0.08832807570977919,0.14195583596214512
19,2,0.31456598077719206,0.31456598077719206,0.0,0.36833896791145254,0.36833896791145254,0.0,0.7903354632587859,0.7350157728706624,0.8080050670153645,0.11041009463722397,0.15141955835962145
20,2,0.3132785540609695,0.3132785540609695,0.0,0.35347474335872037,0.35347474335872037,0.0,0.786741214057508,0.7634069400630915,0.8158711997384767,0.0946372239747634,0.10725552050473186
21,2,0.2957894246989546,0.2957894246989546,0.0,0.36159680468802946,0.36159680468802946,0.0,0.810702875399361,0.722397476340694,0.8159120627656096,0.10410094637223975,0.15772870662460567
22,2,0.29422324348372014,0.29422324348372014,0.0,0.36462864853230187,0.36462864853230187,0.0,0.8218849840255591,0.7381703470031545,0.8168110493625368,0.11356466876971609,0.15141955835962145
23,2,0.2963095554433311,0.2963095554433311,0.0,0.35797050106412603,0.35797050106412603,0.0,0.8115015974440895,0.722397476340694,0.8005679960771493,0.08201892744479496,0.13564668769716087
24,2,0.28809100089553064,0.28809100089553064,0.0,0.3660520572767649,0.3660520572767649,0.0,0.8226837060702875,0.722397476340694,0.7964203988231447,0.08832807570977919,0.14195583596214512
25,2,0.2913123880521939,0.2913123880521939,0.0,0.40698601507614085,0.40698601507614085,0.0,0.8115015974440895,0.7160883280757098,0.794561131088591,0.11356466876971609,0.17350157728706625
26,2,0.2799694977058008,0.2799694977058008,0.0,0.37431184153075475,0.37431184153075475,0.0,0.8354632587859425,0.7350157728706624,0.8091696632886565,0.10094637223974763,0.14195583596214512
27,2,0.2661108456956693,0.2661108456956693,0.0,0.3752665022382225,0.3752665022382225,0.0,0.8498402555910544,0.7129337539432177,0.7966655769859432,0.08517350157728706,0.14826498422712933
28,2,0.2670356457987532,0.2670356457987532,0.0,0.37203722731548156,0.37203722731548156,0.0,0.8430511182108626,0.7192429022082019,0.7984431186662309,0.0914826498422713,0.14826498422712933
